id,task,task_label,contestant,contestant_label,base,adjustment,points,rank,rigid,spread,scale,5+3,3+2,3½+2½
937,200,Sing along to the Taskmaster theme tune,29,Josh Widdicombe,0,,0,,,,,,,
938,201,The best thing,28,Bob Mortimer,3,,3,3=,3.0,2.5,2.81,,,
939,201,The best thing,29,Josh Widdicombe,3,,3,3=,3.0,2.5,2.81,,,
940,201,The best thing,30,Katherine Ryan,1,,1,5,1.0,1.0,0.938,,,
941,201,The best thing,31,Noel Fielding,4,,4,2,4.0,4.0,3.75,,,
942,201,The best thing,32,Rob Beckett,5,,5,1,5.0,5.0,4.69,,,
943,202,Find out what’s in the briefcase,28,Bob Mortimer,2,,2,4,2.0,2.0,2.0,,,
944,202,Find out what’s in the briefcase,29,Josh Widdicombe,4,,4,2,4.0,4.0,4.0,,,
945,202,Find out what’s in the briefcase,30,Katherine Ryan,1,,1,5,1.0,1.0,1.0,,,
946,202,Find out what’s in the briefcase,31,Noel Fielding,5,,5,1,5.0,5.0,5.0,,,
947,202,Find out what’s in the briefcase,32,Rob Beckett,3,,3,3,3.0,3.0,3.0,,,
948,203,Make a delicious mask,28,Bob Mortimer,5,,5,1,5.0,5.0,4.69,,,
949,203,Make a delicious mask,29,Josh Widdicombe,4,,4,2,4.0,4.0,3.75,,,
950,203,Make a delicious mask,30,Katherine Ryan,3,,3,3,3.0,3.0,2.81,,,
951,203,Make a delicious mask,31,Noel Fielding,2,,2,4=,2.0,1.5,1.88,,,
952,203,Make a delicious mask,32,Rob Beckett,2,,2,4=,2.0,1.5,1.88,,,
953,204,Make a mess and then clean it up,28,Bob Mortimer,1,,1,5,1.0,1.0,0.882,,,
954,204,Make a mess and then clean it up,29,Josh Widdicombe,3,,3,4,2.0,2.0,2.65,,,
955,204,Make a mess and then clean it up,30,Katherine Ryan,5,,5,1,5.0,5.0,4.41,,,
956,204,Make a mess and then clean it up,31,Noel Fielding,4,,4,2=,4.0,3.5,3.53,,,
957,204,Make a mess and then clean it up,32,Rob Beckett,4,,4,2=,4.0,3.5,3.53,,,
958,205,Record the most steps on your pedometers,28,Bob Mortimer,2,,2,4,2.0,2.0,2.0,,,
959,205,Record the most steps on your pedometers,29,Josh Widdicombe,4,,4,2,4.0,4.0,4.0,,,
960,205,Record the most steps on your pedometers,30,Katherine Ryan,5,,5,1,5.0,5.0,5.0,,,
961,205,Record the most steps on your pedometers,31,Noel Fielding,1,,1,5,1.0,1.0,1.0,,,
962,205,Record the most steps on your pedometers,32,Rob Beckett,3,,3,3,3.0,3.0,3.0,,,
963,206,The best liquid,33,Alice Levine,4,,4,2,4.0,4.0,4.0,,,
964,206,The best liquid,34,Asim Chaudhry,1,,1,4=,2.0,1.5,1.0,,,
965,206,The best liquid,35,Liza Tarbuck,3,,3,3,3.0,3.0,3.0,,,
966,206,The best liquid,36,Russell Howard,1,,1,4=,2.0,1.5,1.0,,,
967,206,The best liquid,37,Tim Vine,5,,5,1,5.0,5.0,5.0,,,
968,207,Perform the best wheelbarrow stunt,33,Alice Levine,5,,5,1,5.0,5.0,5.0,,,
969,207,Perform the best wheelbarrow stunt,34,Asim Chaudhry,1,,1,5,1.0,1.0,1.0,,,
970,207,Perform the best wheelbarrow stunt,35,Liza Tarbuck,3,,3,3,3.0,3.0,3.0,,,
971,207,Perform the best wheelbarrow stunt,36,Russell Howard,4,,4,2,4.0,4.0,4.0,,,
972,207,Perform the best wheelbarrow stunt,37,Tim Vine,2,,2,4,2.0,2.0,2.0,,,
973,208,Make the tallest lemon tower,33,Alice Levine,4,,4,2,4.0,4.0,4.0,,,
974,208,Make the tallest lemon tower,34,Asim Chaudhry,1,,1,5,1.0,1.0,1.0,,,
975,208,Make the tallest lemon tower,35,Liza Tarbuck,3,,3,3,3.0,3.0,3.0,,,
976,208,Make the tallest lemon tower,36,Russell Howard,5,,5,1,5.0,5.0,5.0,,,
977,208,Make the tallest lemon tower,37,Tim Vine,2,,2,4,2.0,2.0,2.0,,,
978,209,Return to the house wearing a hat,33,Alice Levine,5,,5,1,5.0,5.0,5.0,,,
979,209,Return to the house wearing a hat,34,Asim Chaudhry,1,,1,5,1.0,1.0,1.0,,,
980,209,Return to the house wearing a hat,35,Liza Tarbuck,3,,3,3,3.0,3.0,3.0,,,
981,209,Return to the house wearing a hat,36,Russell Howard,4,,4,2,4.0,4.0,4.0,,,
982,209,Return to the house wearing a hat,37,Tim Vine,2,,2,4,2.0,2.0,2.0,,,
983,210,Sort the objects by size using your feet,33,Alice Levine,,,0,,,,,,,
984,210,Sort the objects by size using your feet,34,Asim Chaudhry,4,,4,2=,4.0,3.5,4.0,,,
985,210,Sort the objects by size using your feet,35,Liza Tarbuck,5,,5,1,5.0,5.0,5.0,,,
986,210,Sort the objects by size using your feet,36,Russell Howard,4,,4,2=,4.0,3.5,4.0,,,
987,210,Sort the objects by size using your feet,37,Tim Vine,,,0,,,,,,,
988,211,Spin around and kick a football at the caravan,33,Alice Levine,0,,0,,,,,,,
989,211,Spin around and kick a football at the caravan,36,Russell Howard,0,,0,,,,,,,
990,212,The best non-living hairy thing,33,Alice Levine,2,,2,3=,3.0,2.5,2.0,,,
991,212,The best non-living hairy thing,34,Asim Chaudhry,1,,1,5,1.0,1.0,1.0,,,
992,212,The best non-living hairy thing,35,Liza Tarbuck,4,,4,2,4.0,4.0,4.0,,,
993,212,The best non-living hairy thing,36,Russell Howard,2,,2,3=,3.0,2.5,2.0,,,
994,212,The best non-living hairy thing,37,Tim Vine,5,,5,1,5.0,5.0,5.0,,,
995,213,Get the highest darts score,33,Alice Levine,2,,2,4,2.0,2.0,2.0,,,
996,213,Get the highest darts score,34,Asim Chaudhry,3,,3,3,3.0,3.0,3.0,,,
997,213,Get the highest darts score,35,Liza Tarbuck,5,,5,1,5.0,5.0,5.0,,,
998,213,Get the highest darts score,36,Russell Howard,1,,1,5,1.0,1.0,1.0,,,
999,213,Get the highest darts score,37,Tim Vine,4,,4,2,4.0,4.0,4.0,,,
1000,214,Keep Alex dry,33,Alice Levine,4,,4,1=,,,5.0,5.0,3.0,3.5
1001,214,Keep Alex dry,34,Asim Chaudhry,1,,1,2=,,,1.25,3.0,2.0,2.5
1002,214,Keep Alex dry,35,Liza Tarbuck,1,,1,2=,,,1.25,3.0,2.0,2.5
1003,214,Keep Alex dry,36,Russell Howard,4,,4,1=,,,5.0,5.0,3.0,3.5
1004,214,Keep Alex dry,37,Tim Vine,1,,1,2=,,,1.25,3.0,2.0,2.5
1005,215,Take a picture of people holding eggs,33,Alice Levine,2,,2,4,2.0,2.0,2.0,,,
1006,215,Take a picture of people holding eggs,34,Asim Chaudhry,3,,3,3,3.0,3.0,3.0,,,
1007,215,Take a picture of people holding eggs,35,Liza Tarbuck,5,,5,1,5.0,5.0,5.0,,,
1008,215,Take a picture of people holding eggs,36,Russell Howard,4,,4,2,4.0,4.0,4.0,,,
1009,215,Take a picture of people holding eggs,37,Tim Vine,1,,1,5,1.0,1.0,1.0,,,
1010,216,Take the wind-up man on an adventure,33,Alice Levine,3,,3,3=,3.0,2.0,2.5,,,
1011,216,Take the wind-up man on an adventure,34,Asim Chaudhry,5,,5,1,5.0,5.0,4.17,,,
1012,216,Take the wind-up man on an adventure,35,Liza Tarbuck,4,,4,2,4.0,4.0,3.33,,,
1013,216,Take the wind-up man on an adventure,36,Russell Howard,3,,3,3=,3.0,2.0,2.5,,,
1014,216,Take the wind-up man on an adventure,37,Tim Vine,3,,3,3=,3.0,2.0,2.5,,,
1015,217,Conceal grapes in your mouth or hand,33,Alice Levine,0,,0,,,,,,,
1016,217,Conceal grapes in your mouth or hand,34,Asim Chaudhry,0,,0,,,,,,,
1017,217,Conceal grapes in your mouth or hand,35,Liza Tarbuck,0,,0,,,,,,,
1018,217,Conceal grapes in your mouth or hand,36,Russell Howard,,,0,,,,,,,
1019,217,Conceal grapes in your mouth or hand,37,Tim Vine,0,,0,,,,,,,
1020,218,The most magnificent day trip,33,Alice Levine,1,,1,5,1.0,1.0,1.0,,,
1021,218,The most magnificent day trip,34,Asim Chaudhry,2,,2,4,2.0,2.0,2.0,,,
1022,218,The most magnificent day trip,35,Liza Tarbuck,4,,4,2,4.0,4.0,4.0,,,
1023,218,The most magnificent day trip,36,Russell Howard,3,,3,3,3.0,3.0,3.0,,,
1024,218,The most magnificent day trip,37,Tim Vine,5,,5,1,5.0,5.0,5.0,,,
1025,219,Write a grown-up bedtime story,33,Alice Levine,1,,1,5,1.0,1.0,1.0,,,
1026,219,Write a grown-up bedtime story,34,Asim Chaudhry,3,,3,2=,4.0,3.5,3.0,,,
1027,219,Write a grown-up bedtime story,35,Liza Tarbuck,5,,5,1,5.0,5.0,5.0,,,
1028,219,Write a grown-up bedtime story,36,Russell Howard,3,,3,2=,4.0,3.5,3.0,,,
1029,219,Write a grown-up bedtime story,37,Tim Vine,2,,2,4,2.0,2.0,2.0,,,
1030,220,Make something spin for the longest,33,Alice Levine,1,,1,5,1.0,1.0,1.0,,,
1031,220,Make something spin for the longest,34,Asim Chaudhry,4,,4,2,4.0,4.0,4.0,,,
1032,220,Make something spin for the longest,35,Liza Tarbuck,5,,5,1,5.0,5.0,5.0,,,
1033,220,Make something spin for the longest,36,Russell Howard,2,,2,4,2.0,2.0,2.0,,,
1034,220,Make something spin for the longest,37,Tim Vine,3,,3,3,3.0,3.0,3.0,,,
1035,221,Identify the baby food flavours,33,Alice Levine,2,,2,4,2.0,2.0,2.0,,,
1036,221,Identify the baby food flavours,34,Asim Chaudhry,5,1,6,1,5.0,5.0,5.0,,,
1037,221,Identify the baby food flavours,35,Liza Tarbuck,4,,4,2,4.0,4.0,4.0,,,
1038,221,Identify the baby food flavours,36,Russell Howard,3,,3,3,3.0,3.0,3.0,,,
1039,221,Identify the baby food flavours,37,Tim Vine,1,,1,5,1.0,1.0,1.0,,,
1040,222,Catch the most socks,33,Alice Levine,1,,1,5,1.0,1.0,0.833,,,
1041,222,Catch the most socks,34,Asim Chaudhry,4,,4,2=,4.0,3.0,3.33,,,
1042,222,Catch the most socks,35,Liza Tarbuck,4,,4,2=,4.0,3.0,3.33,,,
1043,222,Catch the most socks,36,Russell Howard,5,,5,1,5.0,5.0,4.17,,,
1044,222,Catch the most socks,37,Tim Vine,4,,4,2=,4.0,3.0,3.33,,,
1045,223,The most thought-provoking thing,33,Alice Levine,3,,3,3,3.0,3.0,3.0,,,
1046,223,The most thought-provoking thing,34,Asim Chaudhry,1,,1,5,1.0,1.0,1.0,,,
1047,223,The most thought-provoking thing,35,Liza Tarbuck,2,,2,4,2.0,2.0,2.0,,,
1048,223,The most thought-provoking thing,36,Russell Howard,5,,5,1,5.0,5.0,5.0,,,
1049,223,The most thought-provoking thing,37,Tim Vine,4,,4,2,4.0,4.0,4.0,,,
1050,224,Do something manly with a cardboard box,33,Alice Levine,4,,4,2=,4.0,2.5,2.86,,,
