,id,task,contestant,contestant_label,base,adjustment,points,rank,rigid,spread,scale,5+3,3+2,3½+2½,name,gender
838,748,158,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
839,749,159,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
840,750,159,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
841,750,159,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
842,751,159,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
843,752,159,26,Nish Kumar,5.0,,5,1,5.0,5.0,5.0,,,,Nish Kumar,M
844,753,159,27,Sally Phillips,2.0,,2,4,2.0,2.0,2.0,,,,Sally Phillips,F
845,754,160,23,Aisling Bea,2.0,,2,4,2.0,2.0,2.0,,,,Aisling Bea,F
846,755,160,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
847,755,160,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
848,756,160,25,Mark Watson,3.0,,3,3,3.0,3.0,3.0,,,,Mark Watson,M
849,757,160,26,Nish Kumar,0.0,,0,,,,,,,,Nish Kumar,M
850,758,160,27,Sally Phillips,5.0,,5,1,5.0,5.0,5.0,,,,Sally Phillips,F
851,759,161,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
852,760,161,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
853,760,161,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
854,761,161,25,Mark Watson,3.0,,3,3,3.0,3.0,3.0,,,,Mark Watson,M
855,762,161,26,Nish Kumar,4.0,,4,2,4.0,4.0,4.0,,,,Nish Kumar,M
856,763,161,27,Sally Phillips,1.0,,1,5,1.0,1.0,1.0,,,,Sally Phillips,F
857,764,162,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
858,765,162,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
859,765,162,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
860,766,162,25,Mark Watson,2.0,,2,4,2.0,2.0,2.0,,,,Mark Watson,M
861,767,162,26,Nish Kumar,4.0,,4,2,4.0,4.0,4.0,,,,Nish Kumar,M
862,768,162,27,Sally Phillips,3.0,,3,3,3.0,3.0,3.0,,,,Sally Phillips,F
863,769,163,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
864,770,163,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
865,770,163,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
866,771,163,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
867,772,163,26,Nish Kumar,,,0,,,,,,,,Nish Kumar,M
868,773,163,27,Sally Phillips,2.0,,2,4,2.0,2.0,2.0,,,,Sally Phillips,F
869,774,164,23,Aisling Bea,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Aisling Bea,F
870,775,164,24,Bob Mortimer,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Bob Mortimer,M
871,775,164,24,Bob Mortimer,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Bob Mortimer,M
872,776,164,25,Mark Watson,2.0,,2,2=,,,2.31,3.0,2.0,2.5,Mark Watson,M
873,777,164,26,Nish Kumar,2.0,,2,2=,,,2.31,3.0,2.0,2.5,Nish Kumar,M
874,778,164,27,Sally Phillips,3.0,,3,1=,,,3.46,5.0,3.0,3.5,Sally Phillips,F
875,779,165,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
876,780,165,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
877,780,165,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
878,781,165,25,Mark Watson,5.0,,5,1,5.0,5.0,5.0,,,,Mark Watson,M
879,782,165,26,Nish Kumar,1.0,,1,5,1.0,1.0,1.0,,,,Nish Kumar,M
880,783,165,27,Sally Phillips,2.0,,2,4,2.0,2.0,2.0,,,,Sally Phillips,F
881,784,166,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
882,785,166,24,Bob Mortimer,2.0,,2,4=,2.0,1.5,2.0,,,,Bob Mortimer,M
883,785,166,24,Bob Mortimer,2.0,,2,4=,2.0,1.5,2.0,,,,Bob Mortimer,M
884,786,166,25,Mark Watson,3.0,,3,2=,4.0,3.5,3.0,,,,Mark Watson,M
885,787,166,26,Nish Kumar,3.0,,3,2=,4.0,3.5,3.0,,,,Nish Kumar,M
886,788,166,27,Sally Phillips,2.0,,2,4=,2.0,1.5,2.0,,,,Sally Phillips,F
887,789,167,23,Aisling Bea,,,0,,,,,,,,Aisling Bea,F
888,790,167,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
889,790,167,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
890,791,167,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
891,792,167,26,Nish Kumar,0.0,,0,,,,,,,,Nish Kumar,M
892,793,167,27,Sally Phillips,,,0,,,,,,,,Sally Phillips,F
893,794,168,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
894,795,168,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
895,795,168,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
896,796,168,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
897,797,168,26,Nish Kumar,2.0,,2,4,2.0,2.0,2.0,,,,Nish Kumar,M
898,798,168,27,Sally Phillips,3.0,,3,3,3.0,3.0,3.0,,,,Sally Phillips,F
899,799,169,23,Aisling Bea,0.0,,0,,,,,,,,Aisling Bea,F
900,800,169,25,Mark Watson,0.0,,0,,,,,,,,Mark Watson,M
901,801,170,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
902,802,170,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
903,802,170,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
904,803,170,25,Mark Watson,1.0,,1,5,1.0,1.0,1.0,,,,Mark Watson,M
905,804,170,26,Nish Kumar,2.0,,2,4,2.0,2.0,2.0,,,,Nish Kumar,M
906,805,170,27,Sally Phillips,5.0,,5,1,5.0,5.0,5.0,,,,Sally Phillips,F
907,806,171,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
908,807,171,24,Bob Mortimer,0.0,,0,,,,,,,,Bob Mortimer,M
909,807,171,24,Bob Mortimer,0.0,,0,,,,,,,,Bob Mortimer,M
910,808,171,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
911,809,171,26,Nish Kumar,0.0,,0,,,,,,,,Nish Kumar,M
912,810,171,27,Sally Phillips,0.0,,0,,,,,,,,Sally Phillips,F
913,811,172,23,Aisling Bea,2.0,,2,4,2.0,2.0,2.0,,,,Aisling Bea,F
914,812,172,24,Bob Mortimer,3.0,,3,3,3.0,3.0,3.0,,,,Bob Mortimer,M
915,812,172,24,Bob Mortimer,3.0,,3,3,3.0,3.0,3.0,,,,Bob Mortimer,M
916,813,172,25,Mark Watson,1.0,,1,5,1.0,1.0,1.0,,,,Mark Watson,M
917,814,172,26,Nish Kumar,4.0,,4,2,4.0,4.0,4.0,,,,Nish Kumar,M
918,815,172,27,Sally Phillips,5.0,,5,1,5.0,5.0,5.0,,,,Sally Phillips,F
919,816,173,25,Mark Watson,,,0,,,,,,,,Mark Watson,M
920,817,174,23,Aisling Bea,1.0,,1,5,1.0,1.0,0.938,,,,Aisling Bea,F
921,818,174,24,Bob Mortimer,5.0,,5,1=,5.0,4.5,4.69,,,,Bob Mortimer,M
922,818,174,24,Bob Mortimer,5.0,,5,1=,5.0,4.5,4.69,,,,Bob Mortimer,M
923,819,174,25,Mark Watson,5.0,,5,1=,5.0,4.5,4.69,,,,Mark Watson,M
924,820,174,26,Nish Kumar,3.0,,3,3,3.0,3.0,2.81,,,,Nish Kumar,M
925,821,174,27,Sally Phillips,2.0,,2,4,2.0,2.0,1.88,,,,Sally Phillips,F
926,822,175,23,Aisling Bea,4.0,,4,2=,4.0,3.5,3.53,,,,Aisling Bea,F
927,823,175,24,Bob Mortimer,2.0,,2,4=,2.0,1.5,1.76,,,,Bob Mortimer,M
928,823,175,24,Bob Mortimer,2.0,,2,4=,2.0,1.5,1.76,,,,Bob Mortimer,M
929,824,175,25,Mark Watson,5.0,,5,1,5.0,5.0,4.41,,,,Mark Watson,M
930,825,175,26,Nish Kumar,4.0,,4,2=,4.0,3.5,3.53,,,,Nish Kumar,M
931,826,175,27,Sally Phillips,2.0,,2,4=,2.0,1.5,1.76,,,,Sally Phillips,F
932,827,176,23,Aisling Bea,4.0,,4,2,4.0,4.0,4.0,,,,Aisling Bea,F
933,828,176,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
934,828,176,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
935,829,176,25,Mark Watson,1.0,,1,5,1.0,1.0,1.0,,,,Mark Watson,M
936,830,176,26,Nish Kumar,3.0,,3,3,3.0,3.0,3.0,,,,Nish Kumar,M
937,831,176,27,Sally Phillips,2.0,,2,4,2.0,2.0,2.0,,,,Sally Phillips,F
938,832,177,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
939,833,177,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
940,833,177,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
941,834,177,25,Mark Watson,1.0,,1,5,1.0,1.0,1.0,,,,Mark Watson,M
942,835,177,26,Nish Kumar,5.0,,5,1,5.0,5.0,5.0,,,,Nish Kumar,M
943,836,177,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
944,837,178,23,Aisling Bea,4.0,,4,2=,4.0,3.0,3.33,,,,Aisling Bea,F
945,838,178,24,Bob Mortimer,4.0,,4,2=,4.0,3.0,3.33,,,,Bob Mortimer,M
946,838,178,24,Bob Mortimer,4.0,,4,2=,4.0,3.0,3.33,,,,Bob Mortimer,M
947,839,178,25,Mark Watson,4.0,,4,2=,4.0,3.0,3.33,,,,Mark Watson,M
948,840,178,26,Nish Kumar,1.0,,1,5,1.0,1.0,0.833,,,,Nish Kumar,M
949,841,178,27,Sally Phillips,5.0,,5,1,5.0,5.0,4.17,,,,Sally Phillips,F
950,842,179,23,Aisling Bea,0.0,,0,,,,,,,,Aisling Bea,F
951,843,180,23,Aisling Bea,1.0,,1,5,1.0,1.0,1.0,,,,Aisling Bea,F
952,844,180,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
953,844,180,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
954,845,180,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
955,846,180,26,Nish Kumar,2.0,,2,4,2.0,2.0,2.0,,,,Nish Kumar,M
956,847,180,27,Sally Phillips,3.0,,3,3,3.0,3.0,3.0,,,,Sally Phillips,F
957,848,181,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
958,849,181,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
959,849,181,24,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
960,850,181,25,Mark Watson,3.0,,3,3,3.0,3.0,3.0,,,,Mark Watson,M
961,851,181,26,Nish Kumar,1.0,,1,5,1.0,1.0,1.0,,,,Nish Kumar,M
962,852,181,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
963,853,182,24,Bob Mortimer,0.0,,0,,,,,,,,Bob Mortimer,M
964,853,182,24,Bob Mortimer,0.0,,0,,,,,,,,Bob Mortimer,M
965,854,182,27,Sally Phillips,0.0,,0,,,,,,,,Sally Phillips,F
966,855,183,23,Aisling Bea,3.0,,3,3=,3.0,2.5,2.81,,,,Aisling Bea,F
967,856,183,24,Bob Mortimer,3.0,,3,3=,3.0,2.5,2.81,,,,Bob Mortimer,M
968,856,183,24,Bob Mortimer,3.0,,3,3=,3.0,2.5,2.81,,,,Bob Mortimer,M
969,857,183,25,Mark Watson,5.0,,5,1,5.0,5.0,4.69,,,,Mark Watson,M
970,858,183,26,Nish Kumar,1.0,,1,5,1.0,1.0,0.938,,,,Nish Kumar,M
971,859,183,27,Sally Phillips,4.0,,4,2,4.0,4.0,3.75,,,,Sally Phillips,F
972,860,184,23,Aisling Bea,4.0,,4,2,4.0,4.0,4.0,,,,Aisling Bea,F
973,861,184,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
974,861,184,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
975,862,184,25,Mark Watson,2.0,,2,4,2.0,2.0,2.0,,,,Mark Watson,M
976,863,184,26,Nish Kumar,1.0,,1,5,1.0,1.0,1.0,,,,Nish Kumar,M
977,864,184,27,Sally Phillips,3.0,,3,3,3.0,3.0,3.0,,,,Sally Phillips,F
978,865,185,23,Aisling Bea,5.0,,5,1,5.0,5.0,5.0,,,,Aisling Bea,F
979,866,185,24,Bob Mortimer,,,0,,,,,,,,Bob Mortimer,M
980,866,185,24,Bob Mortimer,,,0,,,,,,,,Bob Mortimer,M
981,867,185,25,Mark Watson,3.0,,3,3,3.0,3.0,3.0,,,,Mark Watson,M
982,868,185,26,Nish Kumar,4.0,,4,2,4.0,4.0,4.0,,,,Nish Kumar,M
983,869,185,27,Sally Phillips,,,0,,,,,,,,Sally Phillips,F
984,870,186,23,Aisling Bea,0.0,,0,,,,,,,,Aisling Bea,F
985,871,186,24,Bob Mortimer,0.0,,0,,,,,,,,Bob Mortimer,M
986,871,186,24,Bob Mortimer,0.0,,0,,,,,,,,Bob Mortimer,M
989,874,186,27,Sally Phillips,5.0,,5,1,5.0,5.0,5.0,,,,Sally Phillips,F
990,875,187,23,Aisling Bea,3.0,,3,3=,3.0,2.0,2.37,,,,Aisling Bea,F
991,876,187,24,Bob Mortimer,5.0,,5,1=,5.0,4.5,3.95,,,,Bob Mortimer,M
992,876,187,24,Bob Mortimer,5.0,,5,1=,5.0,4.5,3.95,,,,Bob Mortimer,M
993,877,187,25,Mark Watson,3.0,,3,3=,3.0,2.0,2.37,,,,Mark Watson,M
994,878,187,26,Nish Kumar,5.0,,5,1=,5.0,4.5,3.95,,,,Nish Kumar,M
995,879,187,27,Sally Phillips,3.0,,3,3=,3.0,2.0,2.37,,,,Sally Phillips,F
996,880,188,23,Aisling Bea,2.0,,2,4,2.0,2.0,2.0,,,,Aisling Bea,F
997,881,188,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
998,881,188,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
999,882,188,25,Mark Watson,4.0,,4,2,4.0,4.0,4.0,,,,Mark Watson,M
1000,883,188,26,Nish Kumar,3.0,,3,3,3.0,3.0,3.0,,,,Nish Kumar,M
1001,884,188,27,Sally Phillips,1.0,,1,5,1.0,1.0,1.0,,,,Sally Phillips,F
1002,885,189,23,Aisling Bea,2.0,,2,4,2.0,2.0,2.0,,,,Aisling Bea,F
1003,886,189,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
1004,886,189,24,Bob Mortimer,1.0,,1,5,1.0,1.0,1.0,,,,Bob Mortimer,M
1005,887,189,25,Mark Watson,5.0,,5,1,5.0,5.0,5.0,,,,Mark Watson,M
1006,888,189,26,Nish Kumar,4.0,,4,2,4.0,4.0,4.0,,,,Nish Kumar,M
1007,889,189,27,Sally Phillips,3.0,,3,3,3.0,3.0,3.0,,,,Sally Phillips,F
1008,890,190,23,Aisling Bea,3.0,,3,3,3.0,3.0,3.0,,,,Aisling Bea,F
1009,891,190,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
1010,891,190,24,Bob Mortimer,4.0,,4,2,4.0,4.0,4.0,,,,Bob Mortimer,M
1011,892,190,25,Mark Watson,,,0,,,,,,,,Mark Watson,M
1012,893,190,26,Nish Kumar,2.0,,2,4,2.0,2.0,2.0,,,,Nish Kumar,M
1013,894,190,27,Sally Phillips,5.0,,5,1,5.0,5.0,5.0,,,,Sally Phillips,F
1014,895,191,23,Aisling Bea,3.0,,3,3=,3.0,2.0,2.5,,,,Aisling Bea,F
1015,896,191,24,Bob Mortimer,4.0,,4,2,4.0,4.0,3.33,,,,Bob Mortimer,M
1016,896,191,24,Bob Mortimer,4.0,,4,2,4.0,4.0,3.33,,,,Bob Mortimer,M
1017,897,191,25,Mark Watson,3.0,,3,3=,3.0,2.0,2.5,,,,Mark Watson,M
1018,898,191,26,Nish Kumar,5.0,,5,1,5.0,5.0,4.17,,,,Nish Kumar,M
1019,899,191,27,Sally Phillips,3.0,,3,3=,3.0,2.0,2.5,,,,Sally Phillips,F
1020,900,192,1,Alex Horne,5.0,,5,,,,,,,,Alex Horne,M
1021,901,192,27,Sally Phillips,0.0,,0,,,,,,,,Sally Phillips,F
1022,902,193,23,Aisling Bea,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Aisling Bea,F
1023,903,193,24,Bob Mortimer,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Bob Mortimer,M
1024,903,193,24,Bob Mortimer,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Bob Mortimer,M
1025,904,193,25,Mark Watson,3.0,,3,1=,,,3.75,5.0,3.0,3.5,Mark Watson,M
1026,905,193,26,Nish Kumar,3.0,,3,1=,,,3.75,5.0,3.0,3.5,Nish Kumar,M
1027,906,193,27,Sally Phillips,2.0,,2,2=,,,2.5,3.0,2.0,2.5,Sally Phillips,F
1028,907,194,23,Aisling Bea,0.0,,0,,,,,,,,Aisling Bea,F
1029,908,194,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
1030,908,194,24,Bob Mortimer,5.0,,5,1,5.0,5.0,5.0,,,,Bob Mortimer,M
1031,909,194,25,Mark Watson,0.0,,0,,,,,,,,Mark Watson,M
1032,910,194,26,Nish Kumar,0.0,,0,,,,,,,,Nish Kumar,M
1033,911,194,27,Sally Phillips,4.0,,4,2,4.0,4.0,4.0,,,,Sally Phillips,F
1034,912,195,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1035,912,195,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1036,913,195,29,Josh Widdicombe,5.0,,5,1,5.0,5.0,5.0,,,,Josh Widdicombe,M
1037,913,195,29,Josh Widdicombe,5.0,,5,1,5.0,5.0,5.0,,,,Josh Widdicombe,M
1038,914,195,30,Katherine Ryan,4.0,,4,2,4.0,4.0,4.0,,,,Katherine Ryan,F
1039,914,195,30,Katherine Ryan,4.0,,4,2,4.0,4.0,4.0,,,,Katherine Ryan,F
1040,915,195,31,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
1041,915,195,31,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
1042,916,195,32,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
1043,916,195,32,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
1044,917,196,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1045,917,196,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1046,918,196,29,Josh Widdicombe,1.0,,1,5,1.0,1.0,1.0,,,,Josh Widdicombe,M
1047,918,196,29,Josh Widdicombe,1.0,,1,5,1.0,1.0,1.0,,,,Josh Widdicombe,M
1048,919,196,30,Katherine Ryan,3.0,,3,3,3.0,3.0,3.0,,,,Katherine Ryan,F
1049,919,196,30,Katherine Ryan,3.0,,3,3,3.0,3.0,3.0,,,,Katherine Ryan,F
1050,920,196,31,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
1051,920,196,31,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
1052,921,196,32,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
1053,921,196,32,Rob Beckett,4.0,,4,2,4.0,4.0,4.0,,,,Rob Beckett,M
1054,922,197,28,Bob Mortimer,2.0,,2,4,2.0,2.0,1.88,,,,Bob Mortimer,M
1055,922,197,28,Bob Mortimer,2.0,,2,4,2.0,2.0,1.88,,,,Bob Mortimer,M
1056,923,197,29,Josh Widdicombe,4.0,,4,2=,4.0,3.5,3.75,,,,Josh Widdicombe,M
1057,923,197,29,Josh Widdicombe,4.0,,4,2=,4.0,3.5,3.75,,,,Josh Widdicombe,M
1058,924,197,30,Katherine Ryan,4.0,,4,2=,4.0,3.5,3.75,,,,Katherine Ryan,F
1059,924,197,30,Katherine Ryan,4.0,,4,2=,4.0,3.5,3.75,,,,Katherine Ryan,F
1060,925,197,31,Noel Fielding,1.0,,1,5,1.0,1.0,0.938,,,,Noel Fielding,M
1061,925,197,31,Noel Fielding,1.0,,1,5,1.0,1.0,0.938,,,,Noel Fielding,M
1062,926,197,32,Rob Beckett,5.0,,5,1,5.0,5.0,4.69,,,,Rob Beckett,M
1063,926,197,32,Rob Beckett,5.0,,5,1,5.0,5.0,4.69,,,,Rob Beckett,M
1064,927,198,28,Bob Mortimer,4.0,,4,3=,3.0,2.5,2.86,,,,Bob Mortimer,M
1065,927,198,28,Bob Mortimer,4.0,,4,3=,3.0,2.5,2.86,,,,Bob Mortimer,M
1066,928,198,29,Josh Widdicombe,5.0,,5,1=,5.0,4.5,3.57,,,,Josh Widdicombe,M
1067,928,198,29,Josh Widdicombe,5.0,,5,1=,5.0,4.5,3.57,,,,Josh Widdicombe,M
1068,929,198,30,Katherine Ryan,5.0,,5,1=,5.0,4.5,3.57,,,,Katherine Ryan,F
1069,929,198,30,Katherine Ryan,5.0,,5,1=,5.0,4.5,3.57,,,,Katherine Ryan,F
1070,930,198,31,Noel Fielding,4.0,,4,3=,3.0,2.5,2.86,,,,Noel Fielding,M
1071,930,198,31,Noel Fielding,4.0,,4,3=,3.0,2.5,2.86,,,,Noel Fielding,M
1072,931,198,32,Rob Beckett,3.0,,3,5,1.0,1.0,2.14,,,,Rob Beckett,M
1073,931,198,32,Rob Beckett,3.0,,3,5,1.0,1.0,2.14,,,,Rob Beckett,M
1074,932,199,28,Bob Mortimer,1.0,,1,5,1.0,1.0,0.833,,,,Bob Mortimer,M
1075,932,199,28,Bob Mortimer,1.0,,1,5,1.0,1.0,0.833,,,,Bob Mortimer,M
1076,933,199,29,Josh Widdicombe,4.0,,4,2=,4.0,3.0,3.33,,,,Josh Widdicombe,M
1077,933,199,29,Josh Widdicombe,4.0,,4,2=,4.0,3.0,3.33,,,,Josh Widdicombe,M
1078,934,199,30,Katherine Ryan,4.0,,4,2=,4.0,3.0,3.33,,,,Katherine Ryan,F
1079,934,199,30,Katherine Ryan,4.0,,4,2=,4.0,3.0,3.33,,,,Katherine Ryan,F
1080,935,199,31,Noel Fielding,5.0,,5,1,5.0,5.0,4.17,,,,Noel Fielding,M
1081,935,199,31,Noel Fielding,5.0,,5,1,5.0,5.0,4.17,,,,Noel Fielding,M
1082,936,199,32,Rob Beckett,4.0,,4,2=,4.0,3.0,3.33,,,,Rob Beckett,M
1083,936,199,32,Rob Beckett,4.0,,4,2=,4.0,3.0,3.33,,,,Rob Beckett,M
1084,937,200,29,Josh Widdicombe,0.0,,0,,,,,,,,Josh Widdicombe,M
1085,937,200,29,Josh Widdicombe,0.0,,0,,,,,,,,Josh Widdicombe,M
1086,938,201,28,Bob Mortimer,3.0,,3,3=,3.0,2.5,2.81,,,,Bob Mortimer,M
1087,938,201,28,Bob Mortimer,3.0,,3,3=,3.0,2.5,2.81,,,,Bob Mortimer,M
1088,939,201,29,Josh Widdicombe,3.0,,3,3=,3.0,2.5,2.81,,,,Josh Widdicombe,M
1089,939,201,29,Josh Widdicombe,3.0,,3,3=,3.0,2.5,2.81,,,,Josh Widdicombe,M
1090,940,201,30,Katherine Ryan,1.0,,1,5,1.0,1.0,0.938,,,,Katherine Ryan,F
1091,940,201,30,Katherine Ryan,1.0,,1,5,1.0,1.0,0.938,,,,Katherine Ryan,F
1092,941,201,31,Noel Fielding,4.0,,4,2,4.0,4.0,3.75,,,,Noel Fielding,M
1093,941,201,31,Noel Fielding,4.0,,4,2,4.0,4.0,3.75,,,,Noel Fielding,M
1094,942,201,32,Rob Beckett,5.0,,5,1,5.0,5.0,4.69,,,,Rob Beckett,M
1095,942,201,32,Rob Beckett,5.0,,5,1,5.0,5.0,4.69,,,,Rob Beckett,M
1096,943,202,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1097,943,202,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1098,944,202,29,Josh Widdicombe,4.0,,4,2,4.0,4.0,4.0,,,,Josh Widdicombe,M
1099,944,202,29,Josh Widdicombe,4.0,,4,2,4.0,4.0,4.0,,,,Josh Widdicombe,M
1100,945,202,30,Katherine Ryan,1.0,,1,5,1.0,1.0,1.0,,,,Katherine Ryan,F
1101,945,202,30,Katherine Ryan,1.0,,1,5,1.0,1.0,1.0,,,,Katherine Ryan,F
1102,946,202,31,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
1103,946,202,31,Noel Fielding,5.0,,5,1,5.0,5.0,5.0,,,,Noel Fielding,M
1104,947,202,32,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
1105,947,202,32,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
1106,948,203,28,Bob Mortimer,5.0,,5,1,5.0,5.0,4.69,,,,Bob Mortimer,M
1107,948,203,28,Bob Mortimer,5.0,,5,1,5.0,5.0,4.69,,,,Bob Mortimer,M
1108,949,203,29,Josh Widdicombe,4.0,,4,2,4.0,4.0,3.75,,,,Josh Widdicombe,M
1109,949,203,29,Josh Widdicombe,4.0,,4,2,4.0,4.0,3.75,,,,Josh Widdicombe,M
1110,950,203,30,Katherine Ryan,3.0,,3,3,3.0,3.0,2.81,,,,Katherine Ryan,F
1111,950,203,30,Katherine Ryan,3.0,,3,3,3.0,3.0,2.81,,,,Katherine Ryan,F
1112,951,203,31,Noel Fielding,2.0,,2,4=,2.0,1.5,1.88,,,,Noel Fielding,M
1113,951,203,31,Noel Fielding,2.0,,2,4=,2.0,1.5,1.88,,,,Noel Fielding,M
1114,952,203,32,Rob Beckett,2.0,,2,4=,2.0,1.5,1.88,,,,Rob Beckett,M
1115,952,203,32,Rob Beckett,2.0,,2,4=,2.0,1.5,1.88,,,,Rob Beckett,M
